genel_tutum,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,annotator,uploaded_at,konu,tweet_id,dil,kategori_count
Ermeni Karşıtı,['Irk/Etnik Köken'],6,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"@ercanfaras @misvakcaps Turkiyede hukumette yönetimdeki 
Recep Tayyip Erdogan Suleyman Soylu Hulusi Akar Hakan Fidan
sayesinde teröristkatil ermeni yahudi pkk/ypgliler istanbul ve diger şehirlerde bebekleri çocuklari öldüremiyor
Laikchpiphdpyesilsolhukumetinde her sehirde yeniden bebeklere saldirir pkk https://t.co/ntZCwGN5bC",Nur,2023-09-08T10:48:17,Armenian,1658705051676818944,Türkçe,1
Ermeni Karşıtı,['Irk/Etnik Köken'],10,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Şiddetli,@kilicdarogluk Gençler iktidarsız soğan erkeği hayatı boyunca hiç çalışmadı Tokatcı pzvngij tekidir hayatı hikaye bugünün zengin züppesi dünün Ermeni veledi dir kendisi Tescili Şerefsiz Namussuz Hırsız kasetçi prncu keMAL Türkiye Cumhuriyetine Türk lere düşman olanlar bu yolsuzun yanında neden? https://t.co/deIId7ncyq,Helin,2024-05-10T09:56:31,Armenian,1658408924180037888,Türkçe,1
Ermeni Karşıtı,['Irk/Etnik Köken'],0,['Nefret söylemi bulunmuyor'],Yok,"Herkes gitsin, Ermeni lobisinden daha büyük lobi kurulmalı.
Devlet destek olarak her sene gidiş dönüş uçak bileti ve 1000$ vermeli gidenlere.
Gidenler kazançlarının büyük bölümünü Türkiye de yatırım yapınca vergi ile verilen para geri alınır",Pelin,2023-09-13T10:39:19,Armenian,1658331039037521920,Türkçe,1
Ermeni Karşıtı,['Irk/Etnik Köken'],0,"['Dışlama; Ayrımcı Söylem', 'Nefret söylemi bulunmuyor']",Yok,"@10larMedya diğerleri hariç ermenilerle kardeş filan değiliz...geçin bu ayakları..hangi ermeni türkün kürdün suryanının sunninin alevinin, yanında olmuş sallamayın..",Pelin,2023-09-13T10:39:02,Armenian,1658012463579685120,Türkçe,2
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,@RTErdogan Of ya....içimdeki yağlar eridi....Buda sana kapak olsun....Azerbaycana sinir koyacakdın ekşı erik yersin.Dunya Erdoğan gibi muhteşem varlık gelmiş. Sizin kibi ermeni şerefsizlerin  icabına baxmağa. https://t.co/fPCTzfrNjV,Altar,2024-01-10T21:18:00,Armenian,1658364860244144128,Türkçe,1
Ermeni Karşıtı,['Irk/Etnik Köken'],3,['Simgeleştirme'],Yok,"@lagur151 @Guldur_Gul @umitozdag Siz gizli Ermeni ve rumsunuz!
Gerçek kimliklerinizi gizlersiniz. Türk kılıfına girerek Kürtlere saldırırsınız! Öylece Kürt ve Türk müslümanları birbirine kırdırırsınız!
Rusya’nın gizli Ortodoksluğun hiristyanları sizi !!! Devletin içinde gizliler sizi !!!",Pelin,2023-09-13T10:39:19,Armenian,1658399117373059072,Türkçe,1
Ermeni Karşıtı,"['Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",6,['Simgeleştirme'],Yok,@SavciSayan Başkanım tamam da bunların yaptıkları yanlarına kar mı kalacak yani bunların hiç hesabı sorulmayacak mı bunlar Göz göre göre kazanırlarsa hepimizi keseceklerini söylüyorlar Hepimiz Müslümanız bunların Rum tohumu olduğu belli Ermeni tohumu olduğu belli bunların yanına mı kalacak,Dença,2023-08-02T16:42:32,Armenian,1658414541712110080,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",9,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme', 'Abartma; Genelleme; Yükleme; Çarpıtma', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,@hdpdemirtas @YesillerSol @CelalFrt Sizi gidi Ermeni tohumları. 1915 Tehcirinden beri Kürdüm ve Aleviyim diyerek kimliğinizi gizlediniz. Kardeşi kardeşe kırdırdınız. PKK'nız da Asala'nın uzantısıdır. Yaptığınız katliamların hesabını soracağız. Hepinizin kim olduğunu biliyoruz. Sinsi mahluklar....,Elif Gülben,2023-09-13T12:00:01,Armenian,1658254978639642880,Türkçe,4
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",8,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,@imtihanistt Proje büyük israili kurulmasi neden abd İsrail bekliyo Yunanistan bekliyo chp destek veriyo .rte dussun isgal etsin diye.chp cikip 25 eyalete bolecegiz diyo .pkk bayragini yakiyo Atatürk e it diyo . güneydoğu ermeniler inchp birbayan milletvekili. Ermeni soykırımtaniyacaksinizdiy,Şura,2023-12-26T01:04:28,Armenian,1658272026191183872,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Hedef grup birden fazla.']",5,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Yok,@FilizTekbas9298 Azerbaycan tabiki dosttur değil çünkü onun akrabalarını öldürdüler Ermeni tohumudur kendis,Erdem,2023-08-15T21:16:58,Armenian,1658109648325444096,Türkçe,3
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Din', 'Hedef grup birden fazla.']",9,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Şiddetli,@mt_goksu Ben size diye bileceğim tek şey yavşaksınız piç si iz sizin ananız babanız belli değil ermeni yahudi piçleri,Elif Gülben,2023-09-13T12:00:18,Armenian,1658156580288844032,Türkçe,3
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu']",0,"['Dışlama; Ayrımcı Söylem', 'Nefret söylemi bulunmuyor']",Yok,"@TurkcuPaylasim Anti-emperyalist Atatürk'ün kurduğu CHP'de ABD'nin uşaklığını yapan Ermeni @kilicdarogluk bölücüler ile işbirliği yaparak yönetimi ele geçirmek istiyor. Değişim değil,etnik kimlik ve inanç üzerinden Türkiye'yi parçalamak istiyor.Bunu bildiği halde 3 Maymun'u oynayan kitle oluştu. https://t.co/wkQO1F0y86",Pelin,2023-09-13T10:39:38,Armenian,1658427856488201984,Türkçe,2
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",4,['Dışlama; Ayrımcı Söylem'],Zayıf,@SelinGulsvn Mevcut chp kadrosunda 1 adet bile ATATÜRK cü kalmadı nerde iş birlikci var nerde sempatizan nerde ermeni doldurdular partiye ilk yapılması gereken chp yönetimini devirmektir,Altar,2024-01-10T21:18:00,Armenian,1658403161701270016,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu']",3,['Simgeleştirme'],Yok,Sesi çıkmaz tabi işi algı olan ermeni uşagı @OguzhanUgur hesapta onların acılarını paylaşıyordu onlara küfür edilirken sessiz kalmayı tercih ediyor niye işine gelmiyor https://t.co/2he3EVYraf,Dença,2023-08-02T16:42:18,Armenian,1658527991696065024,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",6,['Simgeleştirme'],Zayıf,"@k98cccvtr9 @JeremyRifkinTr @welataslanmusic @hdpdemirtas Adam tüm kürt halkı dememiş ki,  ķürtlerin içinde hüda par var, sağduyulu kürtlar var, teröre karşı olan kürtler var.
Sadece pkk'liları kastetmiş, onun içinde kürt olmayanlar var, ermeni var, çeşit çeşit farklı milletlerden o.ç. var. 
Ayrımı iyi yap.",Altar,2024-01-10T21:18:00,Armenian,1658071089543520000,Türkçe,1
Ermeni Karşıtı,['Irk/Etnik Köken'],8,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,Yani roçild soroslar siyonistler hepsi Türk Turan'cı öyle mi ? Tıpkı Ermeni teröristleri gibi yalancısınız ve Allah bunlardan daha zalimi kim olabilir demez mi ? Öldürmeye gelince ustasınız neymiş dil özgürlüğü bunun için adam mı öldürülür ? Ha evet size kalsa Türkler başlattı...,Şura,2023-12-26T01:04:35,Armenian,1658768252409978880,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",4,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Yok,@misvakcaps Sende haklısın lavuk Müslüman ülkede zoraki sahde senin gibi ne şerefsiz ler var tipe bak ermeni hoştu,Erdem,2023-08-15T21:17:17,Armenian,1658496394334707968,Türkçe,2
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",6,"['Simgeleştirme', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Yok,@kilicdarogluk Len Ermeni @kilicdarogluk milletin işi gücü yokta sen Cumhurbaşkanı ol diye peşinden mi koşacak? Oğlum kazanamıyorsun zaten. Yorma milleti. CHP seçmeni bilmiyor olabilir ama sen Ermenisin? Biz neden sana oy verelim? Dedelerin de vatan haini. Sabiha Gökçen o yüzden bombaladı sizi. https://t.co/cgDbnt4koe,Dença,2023-08-02T16:42:32,Armenian,1658475726075724032,Türkçe,2
Ermeni Karşıtı,['Irk/Etnik Köken'],10,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Şiddetli,"@KumandanRte Atamın ismini pis ağızlarına almasınlar.
Atatürk doğru milleti kurtarmış lakin ermeni itini piçini bırakmış. Keşke zamanında acımayıp temizleseymiş.",Şura,2023-12-26T01:04:28,Armenian,1658578319762158080,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu']",4,"['Simgeleştirme', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Zayıf,@kilicdarogluk Bölücülerle ve fetöcülerle işbirliği tutmayan Ermeni @kilicdarigluk ve CHP taraftarları Atatürk'ü hatırladı. Tamam iyi güzel de zamanında @kilicdarogluk gibi Kripto Ermenileri Sabiha Gökçen'e Atatürk bombalattı. Unutmuşsunuzdur dedik. Oy verirken bunu da hatırlayın 😁 https://t.co/HIRub7Lnua,Pelin,2023-09-13T10:39:02,Armenian,1658472160095257088,Türkçe,2
Ermeni Karşıtı,['Irk/Etnik Köken'],4,['Simgeleştirme'],Yok,@mhphakkicelenk İşte bunun sonucunda Erdoğan nefreti çıkıyor. . Bayrak ve vatan sevgisinin önünde geliyor. . Erdoğan gitsin ülkeyi kim yönetirse yonetsin zihniyeti. . Başkan adayı Ermeni olsa bile oy verecek bir kitleye ne denir bilemedim?,Dença,2023-08-02T16:42:18,Armenian,1658021985111141888,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",5,['Simgeleştirme'],Zayıf,@TC_KemalBildis @kilicdarogluk Mesala nasıl bir rejim provakatif Kemal Bildiş ; Yunan PKK Ermeni Rum gelse ona uşaklık edersin sen nasıl bir insansın…Cebini düşünen,Altar,2024-01-10T21:18:00,Armenian,1658388496543777024,Türkçe,1
Ermeni Karşıtı,['Irk/Etnik Köken'],3,['Abartma; Genelleme; Yükleme; Çarpıtma'],Zayıf,"Ülkede Kripto Yunan ve Ermeni sorunu var.
Ülkede merhametten yoksun bir hayvani kitle var.
Ülkede demokrasiden nasbini almamış faşistler var..
Ülkede insanlığını yitirmiş %45 lik bi💩sorunu var.. https://t.co/FDttSIkTqi",Şura,2023-12-26T01:04:35,Armenian,1658090280505990912,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Hedef grup birden fazla.']",6,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"@melikyigitel @hby34 @ahakanbayrakci @meteyarar Ermeni çeteçi torunları Aleviliği ,""Alisiz alevilik"" adı altında Gizli Hiristiyanlığın maskesi olarak kullanıyor.",Dença,2023-08-02T16:42:18,Armenian,1658565277473295872,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Hedef grup birden fazla.']",8,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,@kilicdarogluk Bu Ermeni CHPKK'lılar  Pkk'nın oylarını Milliyetçi Atatürkçülerin oylarına tercih etti.,Şura,2023-12-26T01:04:28,Armenian,1658108835888865024,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Hedef grup belirgin değil veya yok.']",5,"['Abartma; Genelleme; Yükleme; Çarpıtma', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Şiddetli,@shahahshahahh @pusholder La ne diyosun ermeni domuzu🤣kk denen bir ayağı kabirde olan dede avrupa ve ermenilere itlik yapıcak diye Azerbaycanı saf dışı bırakıyordu geçen ne oldu o iş?🤣 terrörist köpekler,Pelin,2023-09-13T10:39:38,Armenian,1657981411918216960,Türkçe,2
Ermeni Karşıtı,['Irk/Etnik Köken'],7,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,"@ogeday_nigar Türkiye ve Azarbaycan arasını bozmaya kalkanlar ya ermeni sevicidir yada yunan sevicidir başka türlü olamaz,
Bunlar Jön Türktür yane gerçek Türk değil.",Şura,2023-12-26T01:04:35,Armenian,1658446368812219904,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",8,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Yok,@TugbaKayraAkkoc Vatan haini kürt görünümlü ermeni ya da terörist olan kim varsa türkler de var görüyoruz. Deprem size olmaz mı sanıyorsunuz? Büyük konuşmussunuz. Yapılan yardım yapılır unutulur oysa ki. Kaç Lira gönderdiyseniz toplayacak bir grup gönderin dekontları mağdur olmayın ödeyelim#Yazık,Elif Gülben,2023-09-13T11:59:44,Armenian,1658204664758690048,Türkçe,3
Ermeni Karşıtı,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],8,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Şiddetli,@rbt31314 @StMyKE @temmuz1919 Kimi tasfiye edecek özerklik vaad edip neredeyse silme oylarını aldığı hdpkk yı mı? Dikkat edin de sizi iyice tasfiye etmesin ermeni Kemal.,Şura,2023-12-26T01:04:35,Armenian,1658128865565236992,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",4,"['Abartma; Genelleme; Yükleme; Çarpıtma', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Şiddetli,@OzanStark @erkbas @serakadigil sera sayesinde mi lol ya kadın ermeni soykırımında yok ananem babaanenm falan dei ozan ne anlatıyon birader sen erkanbaş güler yüzlüymüş ulan selo oçuna samimi dostum diyen adam naif olmuşmuş hadi lan oradan,Altar,2024-01-10T21:18:00,Armenian,1658234587896507904,Türkçe,2
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Din', 'Cinsel Yönelim']",3,"['Abartma; Genelleme; Yükleme; Çarpıtma', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,"DEPREM bölgesinde istedikleri oyu alamayan Yunan Ermeni Yahudi torunları küfür etmeye başladılar, Lut kavminde an beş yirmi kişi olan LGBT nin yüzünden Lut kavmi helak oldu.  şimdi LGBT binlerce ahlaksızlıkları yüzünden Türkiye DEPREMLER oluyor suçlu Müslümanları gösteriyorlar.",Pelin,2023-09-13T10:39:19,Armenian,1658414252774810112,Türkçe,2
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",10,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme', 'Abartma; Genelleme; Yükleme; Çarpıtma', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Şiddetli,@KararHaber Bay Devit havadan milletvikili kazandı kendini bir b…k zannediyor CHdP koltuk için oylarını sattı bay Devit ve Becana şimdide şaibe var diyor 29mayısta millet ne vatan haini ermeni dölleri olduğunuzu gösterecek Maral hanımın milliyetçi sesi çıkmıyor Bay Kk azerileri pas geçince,Helin,2024-04-15T21:10:19,Armenian,1658682337129897984,Türkçe,5
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",9,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Yok,@Avicenna_Razi Ben onun babasının Türk olduğuna inanmıyorum ermeni kalıntılarınından olabilir yada kurtuluş savaşında geride bırakılmış yunan kalıntıları olabilir,Elif Gülben,2023-09-13T11:59:44,Armenian,1658445187541085952,Türkçe,2
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",7,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Yok,@mustafaaliyilm @TCMuge @umitozdag Bu post için teşekkürler...Azerbaycanı düşman olarak gören ancak ermeni olabilir... gerçek yüzlerini saklıyorlar sadece...bunlardan bir cacık olmaz...,Elif Gülben,2023-09-13T11:59:28,Armenian,1658076767112818944,Türkçe,2
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Din', 'Hedef grup birden fazla.']",8,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme', 'Abartma; Genelleme; Yükleme; Çarpıtma', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,"@turker_aknc Bu Hain, atası ya Ermeni yada Rumdan yada Yahudiden dönme bir p...ç. iddia ederimki bu hainliği yapmak için düşmanlarımızın kiraladığı içimizdeki bir ajandan başka bir şey değildir. Maksat belli Müslüman Türk Milletine Psikolojik harp uygulamak. Lakin biz oyuna gelmeyiz Vesselam!",Elif Gülben,2023-09-13T12:00:18,Armenian,1658592156905251072,Türkçe,4
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu']",4,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Yok,@kilicdarogluk Host  pak herkes  senin gibi kiviramiyor icinden gecenleri soyluyor niye biliyormusun cunku biz TURKuz sizin gibi ermeni degil,Erdem,2023-08-15T21:16:58,Armenian,1658573296915427072,Türkçe,2
Ermeni Karşıtı,['Irk/Etnik Köken'],5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Zayıf,@umaydoktrin Şantaj mı yapacak en fazla gidip hdpkk nın desteklediği ermeni kılıçdaroğlu'na oy verip sahte Türkçülük yapar  ama Türk milleti YEMEZ,Şura,2023-12-26T01:04:35,Armenian,1658386025436048896,Türkçe,1
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",8,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,@OznalbantAysun @yenisafak Dogru ne yaptıysa devlet ve türk halkı yaptı sizin gibi ermeni artıkları da olmasa,Elif Gülben,2023-09-13T11:59:44,Armenian,1658244572315546112,Türkçe,3
Ermeni Karşıtı,"['Irk/Etnik Köken', 'Hedef grup birden fazla.']",10,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Şiddetli,"atatürkcü faşist ganıbozuk
öteki ermeni keMAList KK faşisti iyi tanır tabi
al birini vur ötekine
ikside Anadolu evladı değil KK iran asıllı
tanjü balkan cingeni https://t.co/CKIiqr4kZR",Şura,2023-12-26T01:04:35,Armenian,1658425958649541120,Türkçe,1
Ermeni Karşıtı,['Irk/Etnik Köken'],4,['Simgeleştirme'],Yok,Ama Sinan Oğan ve Ümit Özdağ Duruşlarını hiç bir sebeple hiç bir tekliflere hiç bir tehtitlere karşı duruşlarını bozmadılar. Neden? Türk. Çünkü Atatürk'ün izinden gitmeyenler ancak reklam yüzüyle halkı kandıran kökü Ermeni olanlar Türkiye'yi dağıtmaya ayrıştırmaya kalkışırlar.,Dença,2023-08-02T16:42:18,Armenian,1657903960957526016,Türkçe,1
Göçmen/Mülteci Karşıtı,"['Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu']",3,"['Simgeleştirme', 'Abartma; Genelleme; Yükleme; Çarpıtma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Yok,"Mersin KYK kız yurdundan çıkartılan Suriyeliler Konya'ya geliyormuş. Suriyelilerin yeri Konya değil sınır dışı edilmek.

#KonyadaSuriyeliİstemiyoruz",Erdem,2023-07-04T08:34:37,Refugees,1623823644391612416,Türkçe,3
Göçmen/Mülteci Karşıtı,['Irk/Etnik Köken'],0,"['Dışlama; Ayrımcı Söylem', 'Nefret söylemi bulunmuyor']",Zayıf,ÜLKEEMDEEE MÜLTECİİ İSTEMİYORUUMM #ülkemdemülteciistemiyorum https://t.co/aRfhRJkbzX,Aygün,2023-03-21T13:16:21,Refugees,1624168342125699075,Türkçe,2
Göçmen/Mülteci Karşıtı,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],0,"['Dışlama; Ayrımcı Söylem', 'Nefret söylemi bulunmuyor']",Yok,Ekran görüntüsü alın silerler bunu da çünkü. #ülkemdemülteciistemiyorum #AFAD # https://t.co/NmsbXLHNlG,Ebrar,2023-02-23T11:09:06,Refugees,1624728009352613889,Türkçe,2
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"@username Haber Türk muhabiri idi sanırım, BATTANİYELER ÖNCELİKLE SURİYELİLER'E VERİLİYOR demişti diye biliyorum.
Yardım ve gasp Suriyeliler'e, Sürmek de Bizlere...",Deniz,2023-09-22T18:59:46,Refugees,1623825448865001480,Türkçe,1
Göçmen/Mülteci Karşıtı,"['Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu']",6,"['Dışlama; Ayrımcı Söylem', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Yok,"@username #ÜlkemdeMülteciİstemiyorum 
#SuriyelilerSuriyeye😡👊🏽",Erdem,2023-03-21T08:23:03,Refugees,1624170671960907802,Türkçe,2
Göçmen/Mülteci Karşıtı,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],6,['Dışlama; Ayrımcı Söylem'],Yok,@username #ÜlkemdeMülteciİstemiyorum,Meryem,2023-02-23T11:10:18,Refugees,1623756920413716481,Türkçe,1
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,#ülkemdemülteciistemiyorum,Mert,2023-04-11T08:12:03,Refugees,1624301691804782596,Türkçe,1
Göçmen/Mülteci Karşıtı,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],0,['Dışlama; Ayrımcı Söylem'],Yok,Ya bu sorun mecliste çözülecek yada bugünki gibi karşılık bulacaklar #ülkemdemülteciistemiyorum,Mehmet,2023-03-23T12:07:23,Refugees,1624166577082884126,Türkçe,1
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],3,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,"Allah hepinizin belasını versin be bıktık sizden sizin gibi din kardeşi olmaz olsun kendi nefesinizde boğulursunuz inşallah Allahın belaları #serefsiz #ülkemdemülteciistemiyorum
#uelkemdesuriyeliistemiyorum https://t.co/CwiOIpFhDy",Mert,2023-04-11T08:12:26,Refugees,1623466808551387140,Türkçe,1
Göçmen/Mülteci Karşıtı,"['Irk/Etnik Köken', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",8,"['Dışlama; Ayrımcı Söylem', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Şiddetli,Siktirolup gidin artık bu ülkeden.Vatan hainleri sabrımız taştı artık suriyenin piçleri #ülkemdemülteciistemiyorum,Bekir,2023-03-22T10:30:44,Refugees,1624167435212316705,Türkçe,3
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],8,"['Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,"SURIYELILERI KYK YURTLARINA DEGIL ULKELERINE GONDERIN!! HIRSIZLARLI, GASPCILARLI, FIRSATCILARI, SAPIKLARI ULKEMIZDE ISTEMIYORUZ!!! #SuriyelilerSehirlerdenCıkartın #suriyeliler #TurkeySyriaEarthquake",Erdem,2023-07-04T08:34:37,Refugees,1623824556006772738,Türkçe,3
Göçmen/Mülteci Karşıtı,['Irk/Etnik Köken'],4,['Dışlama; Ayrımcı Söylem'],Zayıf,#ÜLKEMDEMÜLTECİİSTEMİYORUM https://t.co/u2USvIzS5t,Mehmet,2023-04-07T10:56:39,Refugees,1624403688348319744,Türkçe,1
Göçmen/Mülteci Karşıtı,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],0,"['Dışlama; Ayrımcı Söylem', 'Nefret söylemi bulunmuyor']",Yok,#UElkemdeMuelteciİstemiyorum #UElkemdeSuriyeliİstemiyorum https://t.co/gmbZF671Jc,Aygün,2023-02-27T12:38:36,Refugees,1624183180029730816,Türkçe,2
Göçmen/Mülteci Karşıtı,"['Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu']",6,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme', 'Abartma; Genelleme; Yükleme; Çarpıtma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Yok,"@username #ülkemdemülteciistemiyorum 
#suriyeliyağmacılarıistemiyorum",Erdem,2023-04-11T08:08:51,Refugees,1624244302149832705,Türkçe,4
Göçmen/Mülteci Karşıtı,['Irk/Etnik Köken'],4,['Dışlama; Ayrımcı Söylem'],Zayıf,"Bu tag için çok geç kalındı..açık ve net mültecileri yollamayacak partilere oy yok..

#ülkemdemülteciistemiyorum",Mehmet,2023-04-07T10:56:39,Refugees,1624379851179192320,Türkçe,1
Göçmen/Mülteci Karşıtı,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],0,['Nefret söylemi bulunmuyor'],Yok,#ÜlkemdeMülteciİstemiyorum https://t.co/agAR5l46lR,Ebrar,2023-02-23T11:09:06,Refugees,1624714686930251776,Türkçe,1
Göçmen/Mülteci Karşıtı,"['Irk/Etnik Köken', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",6,['Dışlama; Ayrımcı Söylem'],Yok,@username #UELKEMDESURİYELİİSTEMİYORUM #uelkemdesuriyeliistemiyorum #UElkemdeMuelteciİstemiyorum #UElkemdeSuriyeliİstemiyorum,Meryem,2023-02-23T11:10:18,Refugees,1623751737654886400,Türkçe,1
