genel_tutum,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,annotator,uploaded_at,konu,tweet_id,dil
Alakasız,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Soylu İstifa
Pelikan
#ÜlkeDeğilPanayır

   #CumhurbaşkanıMeralAkşener #PekerBBNTurkteKonusuluyor #soylukırmızıçizgimizdir #FilistinKazanıyor #SonYaz  #GYRX",Elif,2023-03-20T08:48:48,Isr-Pal,1395956890178306049,Türkçe
Nötr,['Din'],0,['Nefret söylemi bulunmuyor'],Yok,"Huzurun daim olsun Kudüs’üm . . .

#MescidiAksaOnurumuzdur https://t.co/WMlibDYM2u",Erdem,2023-03-21T08:20:45,Isr-Pal,1396015985400946688,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"İsrail Gazzedeki ateşkesi İmzaladı Detaylar haberimizde -&gt;
https://t.co/5hcYgYxPWg #FilistineUmutOl #FilistinKazanıyor #barcelona",Meryem,2023-01-10T19:59:22,Isr-Pal,1396098690192916482,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Haydi Samsun birlikte rahmet vardır.
GAZZE'ye umut ol!
İlimizdeki STK'ların birlikte düzenlediği yardım kampanyasına destek olalım. 
Kardeşlerimizin yaralarını saralım...
#GazzeyeDermanOl 
#FilistineUmutOl 
#FilistinKazanıyor https://t.co/9sGypkMiee",Meryem,2023-03-06T09:53:58,Isr-Pal,1396099373633884168,Türkçe
Nötr,,,,,"#الأقصى_يستصرخ_الجيوش
#AqsaCallsPakArmy
#Aqsa_calls_armies
#AqsaCallsArmies
#OrdularAksaya https://t.co/pAtokjvZq8",Firdevs,2023-02-17T12:46:23,Isr-Pal,1396173440646885378,Türkçe değil
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@yasinemre25 @YavcSevda @sakarpapatya @DidemEliza @nizamusta74 @OraybeyR @1aslano @33Aycana @__Zulal_ @kaptanytk #FilistinKazanıyor,Ebrar,2023-01-23T09:42:59,Isr-Pal,1396198569393201153,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#Gazze #FilistinDireniyor #FilistinKazanıyor https://t.co/CRNPIowG1c,Ebrar,2023-02-01T17:44:09,Isr-Pal,1396200709226483712,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"İHH, İsrail saldırıları sonrası Filistinlilere acil yardım ulaştırdı
#İHH #Israel #FilistinKazanıyor #IsraeliTerrorism 
https://t.co/gB5D2Jp04l",Uğur,2022-12-30T17:17:23,Isr-Pal,1396201700617187329,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#ResistGaza #HopeToGaza #GazaUnderAttack #FilistinKazanıyor https://t.co/B4iwUOvkA5,Meryem,2023-02-15T08:25:57,Isr-Pal,1396764155017838592,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Mescid-i Aksamız'da işgal ve zulüm bitmedi. 

#Kudüsİslamındır
#KudüseSahipÇık https://t.co/U9GMPNctln",Elif Erol,2023-02-16T09:10:43,Isr-Pal,1396825195608956935,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#FilistinKazanıyor https://t.co/e7JbQxwR6u,Ümit,2023-02-01T17:39:28,Isr-Pal,1396911599177371649,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Bu toprakların suyu tükenir, ekmeği tükenir kahramanları tükenmez!
#GazzeDireniyor #gazze https://t.co/eMyDkrrnxx",Meryem,2023-03-06T09:53:17,Isr-Pal,1397351370773176321,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#Filistin #filistinyalnızdeğil https://t.co/ksXpWATE5H,Ebrar,2023-01-23T09:42:59,Isr-Pal,1397355954702802945,Türkçe
Nötr,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,#GazzeDireniyor https://t.co/wEFXWwzEGZ,Selin,2023-04-05T13:40:33,Isr-Pal,1397469762129629184,Türkçe
Nötr,['Hedef grup birden fazla.'],0,['Nefret söylemi bulunmuyor'],Yok,"Filistinliler, ABD Dışişleri Bakanı Blinken'ı protesto etti 

#FilistinKazanıyor #MescidiAksa #المسجد_الأقصى 

https://t.co/nD0veh5FyM",Uğur,2022-12-30T17:18:46,Isr-Pal,1397520673346572290,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@islamasalya88 #DoğuTürkistandaSoykırım
#DoğuTuerkistandaZulumVar
#HearTürkistan 
#UnitedForPalestine
#GazaUnderAttackk
#HopeTheGaza
#FreePalestine
#İsraelTerorist
#FreeQuds
#FreeAqsa
#Filistin
@UN 
 #المسجد_الأقصى 
#TürkiyeFilistininYanında Gün gelecek👇
#KûdüsErdoğanlaGülecek 👉🇹🇷🇵🇸🤘 https://t.co/kXfFUO7UxZ",Elif Erol,2023-01-27T15:40:50,Isr-Pal,1398000245179654149,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"AYAĞA KALKMA ZAMANI
#kudusi̇slamındır #MescidiAksa #muslim #kıyamvakti https://t.co/FEcHDlspqe",Bekir,2023-04-03T14:24:36,Isr-Pal,1398239592583684099,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Filistin 🇵🇸

Filistin'de saldırılar sonrası birçok çocuk yetim ve öksüz kaldı.

Bugün Kızılay kadın gönüllülerimizin düzenlediği kermes ile onların yaralarını sarmak için bir araya geldik. ♥️🇵🇸
#UzatElini #Filistin #FilistinYalnızDeğil https://t.co/AYHogo8pdQ",Alara,2023-03-29T11:15:53,Isr-Pal,1398306766203637760,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#FilistinYalnızDeğil,Elif,2023-03-27T08:57:50,Isr-Pal,1398392371398729728,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username 🇹🇷MİLLİ🇵🇸VE🇹🇷DİNİ🇹🇷KARDEŞLİĞİN🇹🇷🇹🇷GÜCÜ🇹🇷TEK🇵🇸GÜÇ🇹🇷OLALIM🇹🇷
🇹🇷🇵🇸❤️TAKİPTEYİM❤️🇹🇷🇵🇸🇵🇸💐
🇹🇷@username🌹🇹🇷🇦🇿🇵🇱💐
🇹🇷 #GenociedinGaza🤲🏻🇹🇷🇩🇿💐
🇹🇷#BizOsmanliyiz2023_4700 🇧🇭🇸🇾
🇹🇷 #TürkiyeFilistininYanında 🕋🤲🏻🇹🇷💐
🇹🇷 #HearGaze 🕌🤲🏻🇹🇷🇹🇲💐 🇵🇸🇵🇸🇵🇸
🇹🇷 🇵🇰🇹🇷🇲🇨🇹🇷🇲🇾🇹🇷🇧🇩🇹🇷🇱🇾🇹🇷🇹🇳🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",Mehmet,2023-03-14T07:42:36,Isr-Pal,1399877781203390464,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Ilk meselemiz filistin โ🇵🇸
#filistin 
#GazaUnderAttack 
#SheikhJarrah 
#Palestine 
#PalestineWillBeFree 
#filistineรถzgรผrlรผk 
#filistinyalnฤฑzdeฤil 
#FilistinKazanฤฑyor
#ลeyhJarrahmahallesinikurtar
#FilistiniKurtar
#Filistin https://t.co/bRSsowsY8o",Nur,2023-03-06T10:36:27,Isr-Pal,1400174593525092354,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Kudüs'ü unutma unutturma.
#FreePalestine #FreeQuds #Kudues #AksadaZulumVar #KudueseSahipCık #insanhakları #Kudus #HumanRightsViolations #Filistin  #palastinewillbefree",Meryem,2023-02-15T08:25:32,Isr-Pal,1401066408751083522,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Filistin'de doktor olmak...
#KudüseSahipÇık 
#Filistineumutol https://t.co/xhK1TYSSLf",Ebrar,2023-04-04T12:16:37,Isr-Pal,1403755122455420934,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Bugün saat 17:30’te başlayacak olan fanatik Yahudilerin #MescidiAksa’ya doğru yürüyüşüne karşı çıkmak ve kutsallarımızı korumak için Filistinli kardeşlerimiz Aksa’ya akın ediyor.
#KudüsBizimdir 🇹🇷 🇵🇸 https://t.co/bMA8HdLX77",Hasan,2023-04-17T08:17:38,Isr-Pal,1404783556606504962,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#kudusi̇slamındır,Aygün,2023-03-21T13:17:12,Isr-Pal,1404854005004750848,Türkçe
Nötr,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,"@username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username 🇹🇷MİLLİ🇵🇸VE🇹🇷DİNİ🇹🇷KARDEŞLİĞİN🇹🇷🇹🇷GÜCÜ🇹🇷TEK🇵🇸GÜÇ🇹🇷OLALIM🇹🇷
🇹🇷🇵🇸❤️TAKİPTEYİM❤️🇹🇷🇵🇸🇵🇸💐
🇹🇷@username🌹🇹🇷🇦🇿🇵🇱💐
🇹🇷 #GenociedinGaza🤲🏻🇹🇷🇩🇿💐
🇹🇷#BizOsmanliyiz2023_4700 🇧🇭🇸🇾
🇹🇷 #TürkiyeFilistininYanında 🕋🤲🏻🇹🇷💐
🇹🇷 #HearGaze 🕌🤲🏻🇹🇷🇹🇲💐 🇵🇸🇵🇸🇵🇸
🇹🇷 🇵🇰🇹🇷🇲🇨🇹🇷🇲🇾🇹🇷🇧🇩🇹🇷🇱🇾🇹🇷🇹🇳🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",Selin,2023-04-05T13:40:33,Isr-Pal,1405517377735888898,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@Son__G_2 @PYTH34 @YILDIZ34_60 @aslidiyorki @__Zulal_ @ozgr_Ozel_1 @hanifegkdmr @Guvenylmz83 @the_hazan @ARZURT77 @DenizBtsz @Tkp_Mrkz @HTCSR05 @koca3446 @_Can_Feda_ @Dvtkrc02 @SOL_ucan @ekf_27 @ozler_melek @GNEMSN1 @duygulu_23 @kitapsever_34 @Fatma84026952 🇹🇷MİLLİ🇵🇸VE🇹🇷DİNİ🇹🇷KARDEŞLİĞİN🇹🇷🇹🇷GÜCÜ🇹🇷TEK🇵🇸GÜÇ🇹🇷OLALIM🇹🇷
🇹🇷🇵🇸❤️TAKİPTEYİM❤️🇹🇷🇵🇸🇵🇸💐
🇹🇷@Sarfiyail4700🌹🇹🇷🇦🇿🇵🇱💐
🇹🇷 #GenociedinGaza🤲🏻🇹🇷🇩🇿💐
🇹🇷#BizOsmanliyiz2023_4700 🇧🇭🇸🇾
🇹🇷 #TürkiyeFilistininYanında 🕋🤲🏻🇹🇷💐
🇹🇷 #HearGaze 🕌🤲🏻🇹🇷🇹🇲💐 🇵🇸🇵🇸🇵🇸
🇹🇷 🇵🇰🇹🇷🇲🇨🇹🇷🇲🇾🇹🇷🇧🇩🇹🇷🇱🇾🇹🇷🇹🇳🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",Meryem,2022-12-30T17:18:10,Isr-Pal,1405520350163570690,
Alakasız,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@username 🇹🇷MİLLİ🇵🇸VE🇹🇷DİNİ🇹🇷KARDEŞLİĞİN🇹🇷🇹🇷GÜCÜ🇹🇷TEK🇵🇸GÜÇ🇹🇷OLALIM🇹🇷
🇹🇷🇵🇸❤️TAKİPTEYİM❤️🇹🇷🇵🇸🇵🇸💐
🇹🇷@username🌹🇹🇷🇦🇿🇵🇱💐
🇹🇷 #GenociedinGaza🤲🏻🇹🇷🇩🇿💐
🇹🇷#BizOsmanliyiz2023_4700 🇧🇭🇸🇾
🇹🇷 #TürkiyeFilistininYanında 🕋🤲🏻🇹🇷💐
🇹🇷 #HearGaze 🕌🤲🏻🇹🇷🇹🇲💐 🇵🇸🇵🇸🇵🇸
🇹🇷 🇵🇰🇹🇷🇲🇨🇹🇷🇲🇾🇹🇷🇧🇩🇹🇷🇱🇾🇹🇷🇹🇳🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",Nur,2023-03-21T13:10:41,Isr-Pal,1406004622687358978,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#TerroristIsrael
#zalimisrail
#katilisrail",Ümit,2023-02-01T17:39:28,Isr-Pal,1406374921140379656,Türkçe
Nötr,['Hedef grup birden fazla.'],0,['Nefret söylemi bulunmuyor'],Yok,"#HopeToGaza
#HearGaza 
#GenocideinGaza 
#FilistinYalnızDeğil #GazaUnderAttack
#AlAqsaMosque⁩
#Jerusalem
#Palestine
#israelioccupation 
#israeliterror
#القدس_ينتفض
#المسجد_الأقصى https://t.co/ZGkGkoE4iU",Selin,2023-03-29T11:19:37,Isr-Pal,1406636138736111623,Türkçe
Alakasız,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username 🇹🇷MİLLİ BAYRAK🇹🇷🕌💚
🇹🇷İSLAM KARDEŞLİĞİ VE🕋
🇹🇷BİRLİĞİ İÇİN BURDAYIZ❤️
🇹🇷🌹TAKİPTEYİM🌹🇵🇰
🇹🇷💚@username💚🇵🇸
🇹🇷#BizOsmanliyiz2023_4700🇹🇳
🇹🇷#MilliDavaKardeşliği🇦🇿
🇹🇷#TürkiyeİçinSesVer🇧🇭
🇹🇷#TürkiyeFilistininYanında🇩🇿
🇹🇷#HearGaze🇵🇸🇱🇾🇸🇾🇹🇲🇲🇨🇲🇾🇧🇩🇧🇦🇲🇷🇪🇬🇱🇧🇮🇶🇮🇷🇦🇱🇪🇭🇸🇦🇯🇴🇲🇦🇦🇪🇾🇪🇹🇬🇿🇲🇹🇿🇹🇯🇸🇩",Selin,2023-04-05T13:43:02,Isr-Pal,1411549813288669185,Türkçe
Alakasız,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username 🇹🇷MİLLİ BAYRAK🇹🇷🕌💚
🇹🇷İSLAM KARDEŞLİĞİ VE🕋
🇹🇷BİRLİĞİ İÇİN BURDAYIZ❤️
🇹🇷🌹TAKİPTEYİM🌹🇵🇰
🇹🇷💚@username💚🇵🇸
🇹🇷#BizOsmanliyiz2023_4700🇹🇳
🇹🇷#MilliDavaKardeşliği🇦🇿
🇹🇷#TürkiyeİçinSesVer🇧🇭
🇹🇷#TürkiyeFilistininYanında🇩🇿
🇹🇷#HearGaze🇵🇸🇱🇾🇸🇾🇹🇲🇲🇨🇲🇾🇧🇩🇧🇦🇲🇷🇪🇬🇱🇧🇮🇶🇮🇷🇦🇱🇪🇭🇸🇦🇯🇴🇲🇦🇦🇪🇾🇪🇹🇬🇿🇲🇹🇿🇹🇯🇸🇩",Nur,2023-03-21T13:10:41,Isr-Pal,1415324659021647873,Türkçe
Alakasız,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@username @username 🇹🇷MİLLİ BAYRAK🇹🇷🕌💚
🇹🇷İSLAM KARDEŞLİĞİ VE🕋
🇹🇷BİRLİĞİ İÇİN BURDAYIZ❤️
🇹🇷🌹TAKİPTEYİM🌹🇵🇰
🇹🇷💚@username💚🇵🇸
🇹🇷#BizOsmanliyiz2023_4700🇹🇳
🇹🇷#MilliDavaKardeşliği🇦🇿
🇹🇷#TürkiyeİçinSesVer🇧🇭
🇹🇷#TürkiyeFilistininYanında🇩🇿
🇹🇷#HearGaze🇵🇸🇱🇾🇸🇾🇹🇲🇲🇨🇲🇾🇧🇩🇧🇦🇲🇷🇪🇬🇱🇧🇮🇶🇮🇷🇦🇱🇪🇭🇸🇦🇯🇴🇲🇦🇦🇪🇾🇪🇹🇬🇿🇲🇹🇿🇹🇯🇸🇩",Firdevs,2023-04-03T14:09:51,Isr-Pal,1415325505457360899,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,Allah’ım bizi affet ! Yine uyuyan bir ümmet olduk !!! #StopTheRaid #kudüsesahipçık,Meryem,2023-03-06T09:53:17,Isr-Pal,1416745792665231360,Türkçe
Nötr,['Ülke/Milliyet'],1,['Nefret söylemi bulunmuyor'],Yok,"@username ZULM İLE ÂBÂD OLANIN SONU BERBÂT OLUR...
ÖZGÜRLÜĞÜN YAKINDIR...
#Kudüs
#MescidiAksa
#MescidiAksaBizimdir
#KudüsBizimdir",Alara,2023-04-03T14:02:51,Isr-Pal,1416776570467913729,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Kutsalımızı kirlettiler! 
#KudüseSahipÇık
#AksaBizeEmanet 
#StopTheRaid https://t.co/YBxA77cm3y",Ebrar,2023-02-01T17:44:10,Isr-Pal,1417105584655110145,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#kahve itrail cumhurbaşkanı Reise ""kahve içip konuşalım "" demiş. BİZ KAHVEYİ DOSTLARIMIZLA İÇERİZ. tagı destekleyin lütfen",Ümit,2023-02-01T17:39:28,Isr-Pal,1418987625956925447,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Kurra Hafız Züheyr Sabbah’ın, sabah ezanı öncesi #MescidiAksâ’da okuduğu İnşirâh Suresi

https://t.co/XBGJRPeZ8i

#Kudüs #FreeQuds #KudüsBizimdir #Alquds #alaqsamosque #Kuran #inşirah #ayet https://t.co/BL437CAwAJ https://t.co/d8tMXDskUd",Elif,2023-03-14T07:45:45,Isr-Pal,1419973061906939905,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@ZehraErdogan65 @NazmDoruk1 @SedatOksuz53 @MetinErtan19 @MustafaSeckinB1 @GKitabevi @mer50706096 @merztrk3460 @Ahmetkayr8 @ruzgarbhn @MARALI465 @bekmez_02 @Karadaqoqlu @NihatSurenn @hakk10120008 @zuhal84076051 @DereOldcitybjk @recep14082481 @HemaksiHemasabi @blade_R_T_E 🇹🇷MİLLİ BAYRAK🇹🇷🕌💚🇹🇳
🇹🇷İSLAM KARDEŞLİĞİ VE🕋🇹🇳
🇹🇷BİRLİĞİ İÇİN BURDAYIZ❤️🇹🇳
🇹🇷🌹TAKİPTEYİM🌹🇵🇰🇹🇳
🇹🇷💚@Sarfiyail4700💚🇵🇸🇹🇳
🇹🇷#BizOsmanliyiz2023_4700🇹🇳
🇹🇷#MilliDavaKardeşliği🇦🇿🇹🇳
🇹🇷#TürkiyeİçinSesVer🇧🇭🇹🇳
🇹🇷#TürkiyeFilistininYanında🇩🇿🇹🇳
🇹🇷#HearGaze🇵🇸🇹🇳🇲🇨🇲🇾🇲🇷🇪🇬🇱🇧🇯🇴🇹🇳🇹🇳🇹🇳#Tunisia🇹🇳🇹🇳",Elif Erol,2023-01-27T15:40:50,Isr-Pal,1420051670675898369,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Kudüs'ün islami kimliğini yok etmek amacıyla başta mübarek Mescid-i Aksâ olmak üzere Müslümanlara ait tarihi yapılar, ibadethaneler, evler, araziler, işyerleri v.b yerler işgalcilerin  hedefindeler. 

https://t.co/ehRMRzBf8X

#FreeQuds #KudüsBizimdir #KudüsDireniyor #Kudüs",Meryem,2023-02-15T08:25:57,Isr-Pal,1434542635038003202,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#aksatehlikede https://t.co/UqAJitKpQl,Uğur,2023-01-10T19:57:58,Isr-Pal,1441025923734818816,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,Biz müslümanlar uyuduğumuz sürece  #aksatehlikede de olmaya devam edecektir.,Elif Erol,2023-02-16T09:10:43,Isr-Pal,1441029873078661130,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#aksatehlikede
#aksatehlikede
#aksatehlikede
#aksatehlikede
#aksatehlikede",Meryem,2023-02-15T08:25:32,Isr-Pal,1441054090197356547,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#aksatehlikede Mescid-i aksa onurumuzdur. https://t.co/efZqexHE1D,Uğur,2023-01-20T09:14:17,Isr-Pal,1441134942205796358,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@yahyazned #aksatehlikede,Ebrar,2023-02-01T17:44:10,Isr-Pal,1441170471521714178,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@username #aksatehlikede,Selin,2023-04-05T13:42:41,Isr-Pal,1442721989672701952,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@Gnay94062857 @Recaiyurdan Allah İsrail demiş ama sen yok itrail diyorsun münafıklık faşistlik böyle birşey 😂İtrail dediğin adamdan silah para destek alıyorsun ama adama itrail diyorsun rezilsiniz İran da öyle oda mezhep adı altında her türlü kirli ilişkiyi zulmü yapıyor ne farkınız var!,Uğur,2023-01-20T09:13:28,Isr-Pal,1458505688339070979,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@username Okyanus Kalkanı Harekatı ile korsanlardan arındırılan 1 okyanus. SSCB tehlikesine karşı bir olundu ve bir zarar görülmedi. Türk - Yunan gerilimleri savaşa dönüşmedi. Üye ülkelere savaş açmak isteyen yabancı ülkelere karşı korku salıyor.,Elif,2023-03-20T08:51:12,Tr-Gr,1477538744202891265,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Kıdemli esirlerden Mahir Yunus, işgal hapishanelerinde bu ay 40. ve son yılına girecek. 18 Ocak 1983 tarihinde tutuklanıp 40 yıllık müebbet hapis cezasına çarptırılmıştı.

#filistinliesirler #esirler_tehlikede #esirlerikurtarın #kelepçeleri_beraber_kıralım #filistin #katilisrail https://t.co/FqUzjMJSfQ",Ümit,2023-02-01T17:39:28,Isr-Pal,1479502315233153033,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"🔥 Atina: Türk F-16'ları Yunan adaları üzerinde uçtu: Yunanistan, Koyun Adası ile yerleşim olmayan iki ada üzerinde uçuş yapan Türk savaş uçaklarının, Yunan uçakları tarafından engellendiğini duyurdu. https://t.co/oMXdlB5fyn",Ebrar,2023-02-01T17:44:12,Tr-Gr,1480102813648580611,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Birileri Lemanosa anlatsın bizim ülkemizi işgal edenler,doğuda ermeni,batıda yunan fransa,italya,ingilizler,bu kadar zulüme işkenceye söyyecek bir şeyi varmı?.",Elif Erol,2023-02-16T09:04:38,Tr-Gr,1481224767940317187,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Yunanistan, Türkiye'nin savaş sebebi saydığı kara sularını 12 mile çıkartma talebinden geri adım attı https://t.co/CF1vpraluC",Ümit,2023-02-01T17:39:29,Tr-Gr,1482648284539854851,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"""Paris ve #Atina arasında güçlendirilmiş askeri ittifak
#Rafale savaş uçaklarının ilk 6'sı 19 Ocak Çarşamba Yunanistan'a teslim edilecek. Fransız-Yunan anlaşması Ankara'yı rahatsız ediyor""
""Yunanistan Doğu Akdeniz'de Batının kalesi olarak yeni bir jeopolitik kimlik inşa ediyor"" https://t.co/5VJgMBXLak",Ayşe Feyza,2023-07-14T17:26:52,Tr-Gr,1483506824192135175,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Yunanistan'ın Fransa'dan satın aldığı 18 adet Rafale savaş uçağının ilk partisi (6 adet) Yunan topraklarına iniş yaptı. Yunanistan Başbakanı Miçotakis törende Türkiye'yi hedef alırken, Yunan din adamları da savaş uçaklarını kutsal suyla kutsadı.",Elif,2023-03-20T08:51:12,Tr-Gr,1484154884488318981,Türkçe
Alakasız,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Uydulara, Yunan savaş tanrısı Ares’in çocuklarının adını verdi: 
‘korku’ anlamına gelen Phobos ve ‘dehşet’ anlamına gelen Deimos. Karbonca zengin kaya-buz karışımdan oluşuyor ve yüzeyleri tozla kaplı. Dünya’nın uydusu Aya göre çok küçükler ve aynı zamanda şekilsizler.",Ebrar,2023-02-01T17:44:12,Tr-Gr,1487105148564525057,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Biz Rusya, Ukrayna yı ha işgal etti ha edecek derken İngiltere ve Amerika Doğu Avrupa'yı işgal mi ediyor???

Biraz da buradan bakalım derim...

Yunanistan Bulgaristan Romanya ve diğerleri asker ve silahla doldu...",İpek,2023-03-22T10:38:48,Tr-Gr,1487838115666481154,Türkçe
Nötr,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,"🔥 Mehmet Barlas: Yunanistan'ın Türk balıkçılarına meşru sularda saldırması savaş nedeni olabilir: ""Türkiye şu anda bir sıcak savaşın içinde"" https://t.co/u41ahRYGLa",Aygün,2022-12-30T17:21:08,Tr-Gr,1489864678326951938,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@TWennesland @UNSCO_MEPP 1 )Dünya, ölümüne sessiz!Yunanistan’ın düzensiz göçmenleri ‘ölüme itmesine’ uluslararası tepki, dolaylı ve sınırlı oldu.Dünya, ölümüne sessiz!Bu çağa başka bir isim arasak ‘Ayıplı Çağ’desek yakışır.Batı toplumunun işgal ve kaos iştihası karşılansın, Siyonizm’in küresel sömürü ve-",Ebrar,2023-02-01T17:44:12,Tr-Gr,1489894551691145222,Türkçe
