genel_tutum,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,annotator,uploaded_at,konu,tweet_id,dil,kategori_count,kategori_str,kategori_common
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Miço Efendi bak 
Cennet Mekan Başbuğumuz ne demiş ⤵️⤵️

""BURADAN ATİNA SADECE 45 DAKİKA""

#ŞakamızYokYunanistan
ANSIZIN GELEBİLİRİZ
          ✊👊✊
#EFES2022
#Efes2022Tatbikatı https://t.co/Aaj70jtNgi",Bekir,2023-06-12T08:10:41,Tr-Gr,1534946614535671816,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"@username @username #ŞakamızYokYunanistan

ANSIZIN GELEBİLİRİZ

BedrinArslanları 🇹🇷🇹🇷💫",Ebrar,2023-03-06T09:56:33,Tr-Gr,1534948362801270786,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"@NLGNMANAV1 Ben ezelden beridir hür yaşadım, hür yaşarım.
Hangi çılgın bana zincir vuracakmış? Şaşarım!
Kükremiş sel gibiyim, bendimi çiğner, aşarım.
Yırtarım dağları, enginlere sığmam, taşarım.

ANSIZIN GELEBİLİRİZ
#ŞakamızYokYunanistan
Adayımız belli
#TabikideErdoğan",Ebrar,2023-02-01T17:44:12,Tr-Gr,1534952762122854405,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"@username ABD’nin Yunanistan’da 9 askeri üssü var. Peki bu üsler kime karşı kuruluyor? Sorulduğunda Rusya' ya karşı kurduklarını söylüyorlar.. 
Eee.. Kusura bakmasınlar biz bunları yemeyiz... 
#ŞakamızYokYunanistan 
ANSIZIN GELEBİLİRİZ",Bekir,2023-03-22T07:49:47,Tr-Gr,1534954043163942915,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@username @username @username @username @username @username @username @username @username @username @username Cumhurbaşkanımız Erdoğan ;

Bazı Yunan siyasetçiler, eşi benzeri görülmemiş bir pervasızlıkla, gerçeklikten uzak, akla, mantığa ve hukuka aykırı söz ve eylemlerle gündem olmaya çalışıyorlar.

#ŞakamızYokYunanistan 
ANSIZIN GELEBİLİRİZ",Aygün,2023-03-06T09:51:11,Tr-Gr,1534957443092029440,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],5,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@zekibahce ALLAH BİZİMLEDİR
#20YıldaDevrimYaptık
YANINDAYIZ REİS 🇹🇷
ANSIZIN GELEBİLİRİZ
 #ŞakamızYokYunanistan",Aygün,2023-01-10T20:01:33,Tr-Gr,1534964923700224002,,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Irakta Suriye de operasyonumuz derinleşirse  yunanı ve hafteri  sahaya sürebilirler
Hafter direk saldırır yunan savaşa girmemiz için bulaşır
ALLAH, Askerimizi korusun 
Topunuz gelin dedik bir kere
#ŞakamızYokYunanistan

ANSIZIN GELEBİLİRİZ https://t.co/XvQ8I3kq3U",Dença,2023-07-03T14:15:45,Tr-Gr,1534965052054327311,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"@username @username @username @username @username @username @username @username @username @username @username @username @username @username #ŞakamızYokYunanistan

ANSIZIN GELEBİLİRİZ",Elif Erol,2023-02-16T09:04:38,Tr-Gr,1534965378132103178,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"@username #ŞakamızYokYunanistan 
ANSIZIN GELEBİLİRİZ",Ebrar,2023-03-06T09:56:33,Tr-Gr,1534966404734144544,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"@username YANINDAYIZ REİS
#ŞakamızYokYunanistan
ANSIZIN GELEBİLİRİZ",Elif Erol,2023-02-16T09:04:38,Tr-Gr,1534968635160154127,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@emsgl1 #ŞakamızYokYunanistan
ANSIZIN GELEBİLİRİZ
#TabikideErdoğan

🇹🇷 BedrinArslanları 🇹🇷",Aygün,2023-01-10T20:01:33,Tr-Gr,1534969445361373184,,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"@username Yunan spiker : 
""Türkler agresif bir şekilde geri geliyorlar.""

#ŞakamızYokYunanistan
ANSIZIN GELEBİLİRİZ
#TabiikideErdoğan
BedrinArslanları 🇹🇷",Erdem,2023-03-21T08:21:45,Tr-Gr,1534970749861122063,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Irk/Etnik Köken'],5,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,@username @username Denize döktük yine dökeriz fazla söze gerek yok sabrımızı taşımayın notamiz Yunanistan olsun tükürüğümuzle Yok ederiz net,İpek,2023-03-22T10:39:46,Tr-Gr,1534971184164524037,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],5,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@username @username @username @username @username @username @username @username @username @username @username @username @username Garbın afakını sarmışsa çelik zırhlı duvar,
Benim iman dolu göğsüm gibi serhaddim var.
Ulusun, korkma!Nasıl böyle bir imanı boğar,
'Medeniyet!' dediğin tek dişi kalmış canavar
#ŞakamızYokYunanistan
ANSIZIN GELEBİLİRİZ
#TabikideErdoğan
BedrinArslanları 🇹🇷",Firdevs,2023-07-01T11:50:14,Tr-Gr,1534971337453752335,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],4,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"#ŞakamızYokYunanistan
Biz türkler şaka yapmayız. Bahçeli beyimizi kızdırmayın    beş bin gönüllü ile gelir atinada cuma namazı kılar ve  elinizden alır 82 plakayı verir.",Firdevs,2023-07-01T11:50:14,Tr-Gr,1534980599638900736,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],4,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"Cumhurbaşkanımız Sn. @username;

Yunanlı Politikacılar, ülkelerinin kaynaklarını, enerjilerini asla güçlerinin yetmeyeceği hayallerle heba etmektedirler ve bunun ağır faturasını ödeyecekler

#ŞakamızYokYunanistan 
ANSIZIN GELEBİLİRİZ",Firdevs,2023-07-01T11:50:14,Tr-Gr,1534980790559424515,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],9,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"@username @username @username @username @username @username @username @username @username @username @username @username @username @username Türk'ün gücünü unutmuslarsa hatirlatmasini da biliriz🇹🇷🇹🇷🇹🇷🇹🇷
#ŞakamızYokYunanistan

ANSIZIN GELEBİLİRİZ

BedrinArslanları 🇹🇷 https://t.co/4s70ncY1Id",Ebrar,2023-05-30T08:14:41,Tr-Gr,1534981821754228756,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@username @username @username @username ANSIZIN GELEBİLİRİZ
#ŞakamızYokYunanistan https://t.co/JNgBsBrErh",Aygün,2023-03-06T09:51:58,Tr-Gr,1534982546592874498,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"@username #20YıldaDevrimYaptık
ALLAH BİZİMLEDİR
#DuanınGücüÜstümüzdedir
ANSIZIN GELEBİLİRİZ
#ŞakamızYokYunanistan
#TabikideErdoğan🇹🇷🇹🇷🇹🇷💯💯",Elif Erol,2023-02-16T09:05:06,Tr-Gr,1534985587257753634,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"Yunan Basını:
-Türkler Ayasofyayı açarsa bizde Atatürk hakkinda olan bilgileri dünyaya açıklarız. Demişlerdi

Nasıl bir tehdit bu, ya da tehdit mi bu 
#ŞakamızYokYunanistan

ANSIZIN GELEBİLİRİZ🍃🍂 https://t.co/UlpShXBilX",Ebrar,2023-02-01T17:44:12,Tr-Gr,1534993313736146950,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"@username Yunan spiker : 
""Türkler agresif bir şekilde geri geliyorlar.""

#ŞakamızYokYunanistan
ANSIZIN GELEBİLİRİZ
#TabiikideErdoğan
BedrinArslanları 🇹🇷",Bekir,2023-06-12T08:10:13,Tr-Gr,1535006226219687952,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"Üç buçuk soysuzun ardından zağarlık yapamam
Hele hak namına haksızlığa ölsem tapamam
Doğduğumdan beridir, aşığım istiklale
Bana hiç tasmalık etmiş değil altın lale
#ŞakamızYokYunanistan
ANSIZIN GELEBİLİRİZ https://t.co/kxaDSSgLyV",Ebrar,2023-03-06T09:56:33,Tr-Gr,1535006470760169473,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],3,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username 🇹🇷👍🙋‍♂️      YANINDAYIZ   REİS  .........🇹🇷
                   ANSIZIN GELEBİLİRİZ .....🇹🇷
#ŞakamızYokYunanistan .......🇹🇷.
                                        DevlettirErdoğan ....🇹🇷",Hasan,2023-04-17T08:19:45,Tr-Gr,1535047736730431494,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,@username Yunanistan'ın ne kadar borcu var? 1 trilyon dolar? 😂 Umarım savaş başlar ve Türk ordusunun acı gücünü dedelerinizin izmirde tattığı gibi sizde tadarsınız!!! Bu kadar klavye konuşması yeterli. Umarım savaş meydanında karşılaşırız yorgo 😂,İpek,2023-03-22T10:39:46,Tr-Gr,1535048813177880577,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,#OttomanLoading Yunanistan #Greece ANSIZIN GELEBİLİRİZ #Efes2022Tatbikatı #SakamızYokYunanistan Atina Adalar #EFES2022 SOYLU SOYUNUZU KURUTACAK Soylu https://t.co/Tt3AJLmAA6,Meryem,2022-12-30T17:21:31,Tr-Gr,1535172670052081665,,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@anlamayacalisan İyi o zaman savaş ilan edilsin , seçime kadar konu yapılıp seçimden sonra unutulmasın , madem silahlandırıldı ve Yunan geri adım atmıyor , hemen bu gece",Aygün,2023-01-24T10:01:50,Tr-Gr,1535958619925225472,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yahudi Karşıtı,['Ülke/Milliyet'],5,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,@username İran &amp; itrail,Bekir,2023-04-03T14:24:36,Isr-Pal,1535995269116006402,Türkçe,1,Küfür; Hakaret; Aşağılama; İnsandışılaştırma,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,"@eurodolar1980x Muhalif değil Abi 
Bu kadar kibar olma 
Vatan haini ya da 
Yunan dölü diyebilirsin",Ebrar,2023-02-01T17:44:12,Tr-Gr,1536046206924869634,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],5,['Simgeleştirme'],Yok,@zeynepzumra1980 Sıkıntıları Türkiye yazması ve Türkçe yazması zorlarına giden bu cünkü hepsi Yunan tohumu,Aygün,2022-12-30T17:21:08,Tr-Gr,1537057986874597376,,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,#yunan #Yunanistan #Hulusi Akar #AKP #ANSIZIN GELEBİLİRİZ #TUERKİYE İCİN ERDOĞAN #zilletköksüzdür #ZilletinZillileri #VatanımıSattırmam #SakamızYokYunanistan https://t.co/wfyNSfhmRt,Ebrar,2023-02-01T17:44:12,Tr-Gr,1537556362703605761,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,@TurkcuPaylasim Bunlar Yunan tohumu.,Ebrar,2023-01-23T09:41:57,Tr-Gr,1538244012217618432,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],5,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,@username Düşman uyumuyor anladığım kadarıyla ama biz napıyoruz onu bilmiyorum yunanistan ani bir provakasyon ile şavaş başlatırsa biz ne hazırlık yaptık sınır birliklerimize takviye yapıldımı havada deniz de tetiktemiyiz bilmiyoruz eminim ordumuz hazırdır gereken  cevabı hızla veririz,Mert,2023-05-17T07:09:04,Tr-Gr,1538551375294078976,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Zayıf,@username Bunlar yunan tohumu cünkü,Aygün,2023-03-06T09:51:58,Tr-Gr,1538817793826639872,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"""Yunanistan’ın 12 deniz mili dayatması bir savaş sebebidir. ""

REİS EMİR VER  
#CumayıAtinadaKılalım 

BedrinArslanları https://t.co/KI7ayqowAm",Aygün,2023-03-06T09:51:58,Tr-Gr,1541485760498515969,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Simgeleştirme'],Şiddetli,@Alacati35 @the_errow @usrerhn1309 @BirGun_Gazetesi Sen çok büyük adamsın dimi ? Adamlığı senden öğrenecek değiliz He öğretirim diyorsan DM aç gel öğret öyle kevaşe gibi laf atıp atıp kaçma sağa sola. Yunan dölü seni.,Aygün,2023-01-24T10:01:50,Tr-Gr,1546539463416979456,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,@4akinn @sores7327 @altnbrgl Sakin ol Yunan tohumu onlarda ülkesine dönecek az kaldı merak etme,Ebrar,2023-01-10T20:02:07,Tr-Gr,1546574044904001536,,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],4,['Simgeleştirme'],Yok,@username @username YUNAN TOHUMU MAKARİOS EKREM,İpek,2023-03-22T10:39:46,Tr-Gr,1547521285722365952,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Ülke/Milliyet'],0,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"@username @username Ülken Lavrio kamplarında terörist besleyip, teröristlere de Yunan vatandaşlığı veriyor. Mülteci botlarını batırıp erkekleri dövüp, plastik mermi atıp, kadınları da taciz ediyorlar ama hala burada bizimle uğraşıyorsun. Git kendi ülkenin iğrençliklerini konuş sal bizi ya :d",Mert,2023-05-17T07:09:04,Tr-Gr,1550232491616772096,Türkçe,1,Abartma; Genelleme; Yükleme; Çarpıtma,['Abartma; Genelleme; Yükleme; Çarpıtma']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"+Yunan kime ait olduğu hukuken belirsiz bu adaları 1930'lardan beri iskana açarak  sahiplenmeye, yani işgal ediyor. BM'ler ve NATO'da defalarca gündeme getirildiği halde Yunan Maksimilist bu politikada  vazgeçmiyor. Açıkçası kaşınıyor.

Olay bundan ibaret. https://t.co/rdgqhJTFve",Bekir,2023-06-12T08:11:02,Tr-Gr,1553135670998228992,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,"['Irk/Etnik Köken', 'Hedef grup birden fazla.']",7,['Simgeleştirme'],Şiddetli,@muradiye_huseyn @zhr75u Seni gidi Yunan Ermeni tohumu,Ebrar,2023-01-23T09:41:57,Tr-Gr,1553515595538341896,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,@Ben__Caca Bunlar Yunan tohumu tipikler,Ebrar,2023-01-10T20:02:07,Tr-Gr,1556393952978386947,,1,Simgeleştirme,['Simgeleştirme']
Yahudi Karşıtı,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"İsrail işgal güçleri, abluka altındaki Gazze Şeridi'ne hedef gözetmeksizin saldırıyor. Saldırılarda hayatını kaybeden üçü çocuk beş Filistinlinin cenazesi yüzlerce kişinin katılımıyla toprağa verildi. #İsrailHaddiniBil https://t.co/Zg4C2WIT27",Banuhan,2023-05-03T07:10:40,Isr-Pal,1557077245054910464,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yahudi Karşıtı,['Ülke/Milliyet'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"İsrail’in üç gün devam eden bombardımanının ardından varılan ateşkes Gazze’deki yıkımın boyutlarını ortaya çıkardı. 15’i çocuk 44 Filistinlinin öldüğü saldırılarda 1500 kadar ev zarar gördü, dokuz apartman yerle bir oldu.
#İsrailHaddiniBil https://t.co/NuwumXZxKC",Banuhan,2023-05-03T07:10:40,Isr-Pal,1557107990662189061,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,@a_b_d_o_g_l_u @NaimBaburoglu Al sana Bir Yunan tohumu daha,Ebrar,2023-02-01T17:44:12,Tr-Gr,1561632860905377792,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Ülke/Milliyet'],3,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,Yunanistan bu aralar üst üste yaptıkları ile büyük kaşınıyor. Keşke tek başına savaşacak götünüz olsa da şu işi hemen bitirsek :) #greece #Yunanistan https://t.co/NE1I7NdQQd,Hasan,2023-04-17T08:19:45,Tr-Gr,1563795292503384067,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"@username Yunan ile savaş
için ekip kuruyorum 
Beyoğlundaki keş kankalar
Toplanın Meriç sınırına
Sigaralar
Kovalar 
Şaraplar ile SAZANLARI karşılayalım
ilk 5 dakikada bunlar kafayı bulur
Ekibin
bir kısmı ile de
hızla adalara gidip 
Gecekonduları dikiyoruz
!
Şimdi YUNAN DÜŞÜNSÜN",Ebrar,2023-03-06T09:56:33,Tr-Gr,1563885297502412800,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Simgeleştirme'],Zayıf,@ucan__ninja Bunlar Yunan tohumu,Aygün,2023-01-24T10:01:50,Tr-Gr,1564660563170435074,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Ülke/Milliyet'],6,['Simgeleştirme'],Yok,Zaten bizim olan adalarımızı geri aldığımızda suratının şekli ne olacak acaba yunan tohumu https://t.co/y15Ov5zEPg,Meryem,2022-12-30T17:21:31,Tr-Gr,1565623357869023233,,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"Hulusi Akar Bakanımız yine Yunanlıları korkutmuş. F-16 savaş uçağıyla Ege Denizi’nde üçlü kol uçuşuna liderlik yapmış ve Yunanistan’a “tarihten ders alın, başınızı belaya sokmayın” mesajı vermiş. Yunanistan’ın anlayacağı dilden bir mesaj vermiş 😎 https://t.co/42IWwzpGkR",Ebrar,2023-05-30T08:14:41,Tr-Gr,1565695297459716096,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,Reis yunanistana o meşhur hatırlatmayı yaptı ey yunan izmiri unutma bir gece ansızın gelebiliriz https://t.co/h3rDlCczbk,Elif Erol,2023-02-16T09:04:38,Tr-Gr,1566063335858225158,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"Adaları işgal etmeniz bizi bağlamaz, vakti saati geldiğinde gereğini yaparız. Hani diyoruz ya, bir gece ansızın gelebiliriz. 

Ey Yunan, tarihe bak çok fazla ileri gidersen bedeli ağır olur. Yunanistan'a tek cümlemiz var, İzmir'i unutma.",Ebrar,2023-03-06T09:56:33,Tr-Gr,1566074639952056322,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
