Tweet_id,Text,Error Label,Span,Span Label,Correct Span,Category,Category Label,Correct Categories,Target,Target Label,Correct Targets,Notes
1624166173389512722,Yeter artık SABRIMIZ TÜKENDİ ! #ülkemdemülteciistemiyorum https://t.co/INcAM3iJVH,Correct,Yeter artık SABRIMIZ TÜKENDİ !,Incomplete,Yeter artık SABRIMIZ TÜKENDİ ! #ülkemdemülteciistemiyorum,Threat of Enmity; War; Attack; Murder; or Harm,,,Immigrant-Refugee,,,
1624419488819978240,"@username hiç istememiştik şimdi daha kararlı bir şekilde istemiyoruz..
#ülkemdemülteciistemiyorum",Correct,hiç istememiştik şimdi daha kararlı bir şekilde istemiyoruz.. #ülkemdemülteciistemiyorum,Correct,,Exclusive/Discriminatory Discourse,,,Immigrant-Refugee,,,
1623772628824608773,@username @username @username #UElkemdeMuelteciİstemiyorum,Correct,#UElkemdeMuelteciİstemiyorum,Correct,,Exclusive/Discriminatory Discourse,,,Immigrant-Refugee,,,
1623459783096279040,@username Antakya’da Kardeşler Mahallesi(Dağ Mahallesi)’nde Suriyeliler insanlardan zorla erzak ve kıyafetlerini alıyorlar. Lütfen yardımcı olalım. Polis veya askeri bir destek yok insanlar zarar görüyor. Konum olarak hava şartlarından etkilenen bir yer. Kıyafet yorgan vb zorla alınıyor.,Correct,Suriyeliler insanlardan zorla erzak ve kıyafetlerini alıyorlar. Lütfen yardımcı olalım. Polis veya askeri bir destek yok insanlar zarar görüyor,Correct,,Exaggeration; Generalization; Attribution; Distortion,,,Immigrant-Refugee,,,
1624527198966231041,"@username @username @username Devlet adam gibi müdahale etse , bunlar zaten yaşanmaz . Bu Suriyeliler yüzünden millet neler çekiyor , önce bir araştır sonra fikrini yaz . Boş boş yazma",Correct,Bu Suriyeliler yüzünden millet neler çekiyor,Correct,,Exaggeration; Generalization; Attribution; Distortion,,,Immigrant-Refugee,,,
1624332105537683458,"Şu saatten sonra ülkemizde mülteci  barındırırsak bu hepimizin ayıbı !!
#UElkemdemuelteciistemiyorum",Correct,Şu saatten sonra ülkemizde mülteci  barındırırsak bu hepimizin ayıbı !!,Incomplete,"Şu saatten sonra ülkemizde mülteci  barındırırsak bu hepimizin ayıbı !!
#UElkemdemuelteciistemiyorum",Exclusive/Discriminatory Discourse,,,Immigrant-Refugee,,,
1623825545204047878,@username @username ne evsizi ya giren bütün suriyeliler yurttan apar topar çıkan öğrencilerin eşyalarını yağmalıyor benim ülkemin insanları hala dışarıda soğuktan donarken göz yummacağız bu duruma nargilesiyle gelen suriyelilerin depremden üstüne kalın bir şeyler almadan çıkan insanlardan daha zor,Correct,"ne evsizi ya giren bütün suriyeliler yurttan apar topar çıkan öğrencilerin eşyalarını yağmalıyor,nargilesiyle gelen suriyelilerin",Correct,,"Exaggeration; Generalization; Attribution; Distortion,Swearing; Insult; Defamation; Dehumanization",,,Immigrant-Refugee,,,
1623704728994562050,@username #UElkemdemuelteciistemiyorum,Correct,#UElkemdemuelteciistemiyorum,Correct,,Exclusive/Discriminatory Discourse,,,Immigrant-Refugee,,,
1623568095150239744,"Kendi vatanını savunmayıp kaçan kahqeler burada delikanlı oluyor 
#uelkemdeoruspucocuğuistemiyorum 
#UElkemdemuelteciistemiyorum",Correct,Kendi vatanını savunmayıp kaçan kahqeler burada delikanlı oluyor #uelkemdeoruspucocuğuistemiyorum,Incomplete,"Kendi vatanını savunmayıp kaçan kahqeler burada delikanlı oluyor 
#uelkemdeoruspucocuğuistemiyorum 
#UElkemdemuelteciistemiyorum",Swearing; Insult; Defamation; Dehumanization,,,Immigrant-Refugee,,,
1624783480784650240,@username #UElkemdeMuelteciİstemiyorum,Correct,#UElkemdeMuelteciİstemiyorum,Correct,,Exclusive/Discriminatory Discourse,,,Immigrant-Refugee,,,
1623821390741733376,"@username Deprem bölgesinde yağma yurtta rezillik marketlerde yağmacılık sizlemi uğraşacağız.
Yunanistan kadar olamadınız. Onlar bile sizden daha iyiymiş . Defolun Suriyeliler.",Correct,Deprem bölgesinde yağma yurtta rezillik marketlerde yağmacılık sizlemi uğraşacağız. Yunanistan kadar olamadınız. Onlar bile sizden daha iyiymiş. Defolun Suriyeliler.,Correct,,Swearing; Insult; Defamation; Dehumanization,,,Immigrant-Refugee,,,
1625256735618351104,"@username @username @username @username İsmail saymaz güvenilecek bir kişi değil soylunun beslemesi, kaldı ki doğruda olabilir ama yağma görüntülerindeki, hırsızlık görüntülerindeki, tecavüz haberindeki suriyeliler gerçeğini değiştirmez",Correct,"yağma görüntülerindeki, hırsızlık görüntülerindeki, tecavüz haberindeki suriyeliler gerçeğini değiştirmez",Correct,,Exaggeration; Generalization; Attribution; Distortion,,,Immigrant-Refugee,,,
1624310422403788800,"Sana sonuna kadar katılıyorum Halil bey ve destekliyorum #ülkemdemülteciistemiyorum
@username @username @username @username https://t.co/o9DWpeo4hy",Correct,#ülkemdemülteciistemiyorum,Correct,,Exclusive/Discriminatory Discourse,,,Immigrant-Refugee,,,
1623799321245192193,Ülkemizde mülteci istemiyoruz kız kardeşlerimiz annelerimiz eşlerimiz kendi topraklarında rahat gezemeyecek mi yaşayamayacak mı bu bir milli güvenlik sorunudur #TurkeyEarthquake #suriyeliler #mersinkyk #ülkemdemülteciistemiyorum https://t.co/GujueLkesS,Correct,Ülkemizde mülteci istemiyoruz kız kardeşlerimiz annelerimiz eşlerimiz kendi topraklarında rahat gezemeyecek mi yaşayamayacak mı bu bir milli güvenlik sorunudur,Correct,,Exaggeration; Generalization; Attribution; Distortion,,,Immigrant-Refugee,,,
1624252314675445760,"@username #ülkemdemülteciistemiyorum 
#suriyeliyağmacılarıistemiyorum",Correct,#ülkemdemülteciistemiyorum #suriyeliyağmacılarıistemiyorum,Correct,,Exclusive/Discriminatory Discourse,,,Immigrant-Refugee,,,
1623459562329104384,@username Antakya’da Kardeşler Mahallesi(Dağ Mahallesi)’nde Suriyeliler insanlardan zorla erzak ve kıyafetlerini alıyorlar. Lütfen yardımcı olalım. Polis veya askeri bir destek yok insanlar zarar görüyor. Konum olarak hava şartlarından etkilenen bir yer. Kıyafet yorgan vb zorla alınıyor.,Correct,Suriyeliler insanlardan zorla erzak ve kıyafetlerini alıyorlar. Lütfen yardımcı olalım. Polis veya askeri bir destek yok insanlar zarar görüyor,Correct,,Exaggeration; Generalization; Attribution; Distortion,,,Immigrant-Refugee,,,
1624543101988601858,@username Evet içimizde hain yokmu var ama silah alıp gasp yapan suriyeliler boş boş konuşma git yerinde gör olayları adreste vereyim Hatay sinanlı gümüşgöze yeşilpınar git oradaki halka sor boş boş konuşma ama jöh yada pöh geldiyi zaman o piçleri sakın savunma demeki sende onlardansın,Correct,Evet içimizde hain yokmu var ama silah alıp gasp yapan suriyeliler boş boş konuşma git yerinde gör olayları adreste vereyim Hatay sinanlı gümüşgöze yeşilpınar git oradaki halka sor boş boş konuşma ama jöh yada pöh geldiyi zaman o piçleri sakın savunma demeki sende onlardansın,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Immigrant-Refugee,,,
1624189813090922502,"Tarihimizde ki en büyük düşmanımız diye adlandırdığımız Yunanistan deprem bölgesinde canla başla mücadele ediyorken, din kardeşlerimiz dediğimiz Suriyeliler her gün yağma ve hırsızlık yapıyor. Öyle bir devir işte.",Correct,"Tarihimizde ki en büyük düşmanımız diye adlandırdığımız Yunanistan deprem bölgesinde canla başla mücadele ediyorken, din kardeşlerimiz dediğimiz Suriyeliler her gün yağma ve hırsızlık yapıyor.",Correct,,Exaggeration; Generalization; Attribution; Distortion,,,Immigrant-Refugee,,,
1624526543551709184,@username Saatlerce yazarım hiçte usanmam kısaca yazdım uzunca anlayın #Ülkemdemülteciistemiyorum #Gelmeyin,Correct,#Ülkemdemülteciistemiyorum,Incomplete,#Ülkemdemülteciistemiyorum #Gelmeyin,Exclusive/Discriminatory Discourse,,,Immigrant-Refugee,,,
1623710544707432448,#ülkemdemülteciistemiyorum artık yeter https://t.co/tno1vf4r5S,Correct,#ülkemdemülteciistemiyorum artık yeter,Correct,,Exclusive/Discriminatory Discourse,,,Immigrant-Refugee,,,
1624874844738256896,@username @username #UElkemdeMuelteciİstemiyorum,Correct,#UElkemdeMuelteciİstemiyorum,Correct,,Exclusive/Discriminatory Discourse,,,Immigrant-Refugee,,,
1623770395995213824,Bu videoyu izleyin ve ömrünüz boyunca unutmayın. #suriyeli #ülkemdemülteciistemiyorum #Defol #deprem #yağma #YAGMACILARAVUREMRİVERİLSİN https://t.co/MovAVnxIxN,Correct,Bu videoyu izleyin ve ömrünüz boyunca unutmayın. #suriyeli #ülkemdemülteciistemiyorum #Defol #deprem #yağma #YAGMACILARAVUREMRİVERİLSİN,Correct,,Swearing; Insult; Defamation; Dehumanization,,,Immigrant-Refugee,,,
1625580699947335680,@username @username @username @username Hani sınırdan kuş ucmuyordu nerde sınır devriyesi Suriyeliler akın akin geliyor ama seçimde iktidarla birlikte kuzu kuzu gidecekler,Correct,Suriyeliler akın akin geliyor ama seçimde iktidarla birlikte kuzu kuzu gidecekler,Correct,,Exaggeration; Generalization; Attribution; Distortion,,,Immigrant-Refugee,,,
1402153335696809988,"⭕ Sıcak Gelişme @AlqassamMedia 

Siyonist Yerleşimci grupları işgal güçlerinin koruması altında Mescid-i Aksa'nın avlusunu bastı. 

#MescidiAksa #Kudüs #FilistinKazanıyor #gazze #kahrolsunisrail #HopeToGaza https://t.co/dPHP5Bn2On",Correct,kahrolsunisrail,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1353048938450976770,#Katilİsrail https://t.co/A2uX5Uygxs,Correct,Katilİsrail,Correct,,Swearing; Insult; Defamation; Dehumanization,,,Jew,,,
1392430768895545347,"#GazaUnderAttack
#FreePalestine 
#AksadaZulumVar
#IsraeliTerrorism https://t.co/3pErU1wRoA",Correct,IsraeliTerrorism,Correct,,Swearing; Insult; Defamation; Dehumanization,,,Jew,,,
1398707385770909698,@username Nedense #katilisrail e verdiğimiz tepkiden hemen sonra peker i aç ı mağduru abd si İsrail i bae si cartı curtu kim varsa sunni Müslüman karşıtı hepsi kol kola girip cambazlığa başladılar ama bilsinler biz yolumuzdan dönmedik yanlız bırakmayız....,Correct,katilisrail,Correct,,Swearing; Insult; Defamation; Dehumanization,,,Jew,,,
1392942288809218052,"@username @username #AksadaBaskınVar #المسجد_الأقصى
#Freedomofprayer #PalestinianLivesMatter #SavePalestine #AlAqsaMosque #AlAqsaUnderAttack #IsraeliTerrorism #FreePalestine #Katilİsrail #GazaUnderAttack",Correct,Katilİsrail,Correct,,Swearing; Insult; Defamation; Dehumanization,,,Jew,,,
1391860514108723207,"YA KAHHAR, İşgalci israili ve ona desdek olanlari kahru perişan eyle Yâ Rabbî  #AksadaBaskınVar https://t.co/FiGqWZ34BI",Correct,kahru perişan eyle,Incomplete,"YA KAHHAR, İşgalci israili ve ona desdek olanlari kahru perişan eyle Yâ Rabbî",Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1557069742384488448,"@username Kahrolsun İsrail
Terör Devleti itrail",Correct,"kahrolsun,Terör Devleti itrail",Correct,,"Threat of Enmity; War; Attack; Murder; or Harm,Swearing; Insult; Defamation; Dehumanization",,,Jew,,,
1395035427845939210,"@_cemileciritt Amin ya Rabbiyel âlemîn
#Katilİsrail",Correct,Katilİsrail,Correct,,Swearing; Insult; Defamation; Dehumanization,,,Jew,,,
1392992342500679681,#GenocideinGaza #IsraelTerrorist #FreePalestin #katilisrail #israelterrorist #freepalestine #IsraeliTerrorism https://t.co/aiOTImiJrp,Correct,"katilisrail,israelterrorist",Correct,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",,,Jew,,,
1391905861543600134,Allah bu dinsizlerin belasini versin muslumanlari galip eylesin israili kahir ismi ile kahreylesin #AksadaBaskınVar,Correct,israili kahir ismi ile kahreylesin,Incomplete,Allah bu dinsizlerin belasini versin muslumanlari galip eylesin israili kahir ismi ile kahreylesin #AksadaBaskınVar,Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1392914857821884416,#kahrolsunisrail https://t.co/w9mtxxXzNh,Correct,kahrolsunisrail,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1391965559030525959,"#MescidiAksaOnurumuzdur 
#KudusBizimdir 
#Katilİsrail 
#cocukkatiliisrail 
#AksadaBaskinVar",Correct,"Katilİsrail,cocukkatiliisrail",Correct,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",,,Jew,,,
1393404168061263874,"Olayın faili ve bizzat katilin kendisidir itrail.
#BabyKillerIsrael https://t.co/Z6UiguUlpq",Correct,"itrail,BabyKillerIsrael",Correct,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",,,Jew,,,
1393072794838183936,Masumlar ölüyor.kimin nerede olduğunun yada hangi din dil renk olduğu değil Uygurdakide acı Filistin'de acı aynı olan bebelere masumlara oluyor #bebekkatiliisrail https://t.co/TvF4tAp5rm,Correct,bebekkatiliisrail,Correct,,Swearing; Insult; Defamation; Dehumanization,,,Jew,,,
1392741357047926788,@username AHLAKI OLMAYAN MİLLETLER LUT KAVMİNİN GİBİ HELAK OLACAKTIR. SONA AN KALA abd ve israil teröristtir. Siz yüzüne tükürülecek topluluklarsınız #KuduesuenUmuduErdoğan #GazzeDireniyor #RAMAZANBAYRAMI #Tuerkbeklenendir #israilTerorist https://t.co/tWVhhPnY33,Correct,"Siz yüzüne tükürülecek topluluklarsınız,abd ve israil teröristtir",Incomplete,@username AHLAKI OLMAYAN MİLLETLER LUT KAVMİNİN GİBİ HELAK OLACAKTIR. SONA AN KALA abd ve israil teröristtir. Siz yüzüne tükürülecek topluluklarsınız #KuduesuenUmuduErdoğan #GazzeDireniyor #RAMAZANBAYRAMI #Tuerkbeklenendir #israilTerorist https://t.co/tWVhhPnY33,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",,,Jew,,,
1392026665941864448,Maalesef imanın en zayıf noktasındayız. Buğz etmekle kalıyoruz... #israiliLANETLİYORUM #israilteroerdevletidir #FilistinDireniyor #FilistinYanlızdeğildir #GazaUnderAttack #FreePalestine #SavePalestine #AksadaBaskınVar #PalestineWillBeFree #kahrolsunisrail #PalestineWillBeFree,Correct,israiliLANETLİYORUM,Incomplete,"israiliLANETLİYORUM, #kahrolsunisrail",Swearing; Insult; Defamation; Dehumanization,,,Jew,,,
1392116930409082880,"Vallahi zafer biz inananların,mağlubiyet siz zalimlerin olacak!!!

#Terroristisrail 
#AksadaZulumVar 
#ZalimlerİcinYasasınCehennem",Correct,"Terroristisrail,ZalimlerİcinYasasınCehennem",Correct,,"Swearing; Insult; Defamation; Dehumanization,Threat of Enmity; War; Attack; Murder; or Harm",,,Jew,,,
1391737250392821766,"Ya Rabbi zalimlere fırsat verme!
Ya Rabbi O yahudi siyonist masonlara fırsat verme! Yaptıklarını yapacaklarını başlarına yık!Bütün azalarımızı küffara karşı birer atom eyle!
Sen Filistinli Kardeşlerimize  yardımlarını ihsan  eyle!
Amin, Ya Muin!

#Aksadabaskınvar #المسجد_الأقصى https://t.co/jkEMeZlb2h",Correct,O yahudi siyonist masonlara fırsat verme! Yaptıklarını yapacaklarını başlarına yık!,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1394664093928280066,"@username @username #ErdoğanınYanındayız ve hükümetimizden daha sert yaptırımlar, daha etkili adımlar bekliyoruz.

Tek ümidimiz tek şansımız @username.
O varken bu şansı denemeliyiz.
Yoksa belki de 100 yıl bekleyeceğiz.
Yaparsa Resimiz yapar.
#kahrolsunisrail
#Katilİsrail

#ErdoğanYüzyılınLideri",Correct,"kahrolsunisrail,Katilİsrail",Correct,,"Threat of Enmity; War; Attack; Murder; or Harm,Swearing; Insult; Defamation; Dehumanization",,,Jew,,,
1391995482118004736,"Kudüs'ün ezanları israil'e sela olacak
İnşaallah..🤲🤲
#AksadaBaskınvar https://t.co/3vx44f6fAp",Correct,Kudüs'ün ezanları israil'e sela olacak,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1393128647771443203,"Yıkılsın İsrail!
Enkazını göreyim 
Sana ülke diyenin yüzüne tüküreyim. 
#GazzaUnderAttack 
#GazzedeKatliamVar 
#Gazze https://t.co/HuY0koY7z0",Correct,Yıkılsın İsrail! Enkazını göreyim Sana ülke diyenin yüzüne tüküreyim.,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1392615247224127493,"#PalestineUnderAttack
#Katilİsrail
#IsraeliTerrorism
#GazaUnderAttack
Yıkılsın israil, enkazını göreyim.Sana ülke diyenin yüzüne tüküreyim.! 
https://t.co/d3deasxXBz",Correct,"Yıkılsın israil, enkazını göreyim.Sana ülke diyenin yüzüne tüküreyim.!",Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1393095481731989504,"Kanım dondu kanım!!! #Terroristisrail 
#GazzaUnderAttack 
#GenocideinGaza 
#Bebekkatiliİsrail https://t.co/10ByLHzo5k",Correct,Bebekkatiliİsrail,Correct,,Swearing; Insult; Defamation; Dehumanization,,,Jew,,,
1393993627366563840,"İt sürüsü kendi ölmeye başladı

Kudüs'ün kuzeydoğusundaki Hizma kasabası yakınlarındaki bir kasabada sinagog çöktü

50’den fazla yaralı var 10 ağır 1 ölü diyor iTrail, tabi yersen https://t.co/VQxRakJUz9",Correct,İt sürüsü kendi ölmeye başladı,Incomplete,"İt sürüsü kendi ölmeye başladı, iTrail",Swearing; Insult; Defamation; Dehumanization,,,Jew,,,
1390964119428341762,"Ah itrail,  Allah belanı versin itrail,  hikayeni hangi ülkenin bitireceğini sende biz de çok iyi biliyoruz. Tek bilinmeyen bunun zamanı.",Correct,Allah belanı versin itrail,Incomplete,"Ah itrail,  Allah belanı versin itrail,  hikayeni hangi ülkenin bitireceğini sende biz de çok iyi biliyoruz. Tek bilinmeyen bunun zamanı.",Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1393203573459128325,"@mkulunk Basit bir füzemsi deldi çelik kubbeni
Sen, kimsesiz mi sandın beni?
Benim Allah'ım var.#BoycottIsrael  #katilisrail demeyelim mi kahpenin dölleri? Siz seçilmiş değil lanetlenmişlersiniz.",Correct,"kahpenin dölleri,Siz seçilmiş değil lanetlenmişlersiniz.",Incomplete,"katilisrail, kahpenin dölleri,Siz seçilmiş değil lanetlenmişlersiniz.","Swearing; Insult; Defamation; Dehumanization,Exclusive/Discriminatory Discourse",,,Jew,,,
1392056683686506497,Rabbim israili helak eyle yok et yak yik soylarini kurut  YARABBİM #KuduesBaskını #MescidiAksaOnurumuzdur #KudusBizimdir #AksadaBaskınVar #MescidiAksaYanlızDeğildir https://t.co/OHdZUknBUm,Correct,israili helak eyle yok et yak yik soylarini kurut,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1396387279728484356,"Terör örgütü itrail askerleri, El Aksa Camii'ndeki muhafızlardan Fadi Aliyan'ı tutukladı.
Bu itrailcikler hâlâ rahat durmuyorlar https://t.co/kpgy6bhwK5",Correct,itrailcikler,Incomplete,Terör örgütü itrail askerleri,Swearing; Insult; Defamation; Dehumanization,,,Jew,,,
1525159022495682561,"Soyun kurusun İsrail
#Katilİsrail https://t.co/StdPFdNudz",Correct,"Soyun kurusun İsrail,Katilİsrail",Correct,,"Threat of Enmity; War; Attack; Murder; or Harm,Swearing; Insult; Defamation; Dehumanization",,,Jew,,,
1391118171382427652,"Bu mübarek #KadirGecesi'nde de otobüslerle #MescidiAksaya gelen Filistinlilere müsade edilmedi. Otobüsler engellendi.
Kudüs israile mezar olacaktır. #OrdularAksaya https://t.co/bW9DwdELWy",Correct,"Kudüs israile mezar olacaktır.,OrdularAksaya",Correct,,"Threat of Enmity; War; Attack; Murder; or Harm,Symbolization",,,Jew,,,
1394343732523188224,@elonue Ellerin kırılsın soyun kesilsin şu yavrucağı bu hale getiren melun. Başına belalar yağsın itrail,Correct,Ellerin kırılsın soyun kesilsin şu yavrucağı bu hale getiren melun. Başına belalar yağsın itrail,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1393074012742422530,"İnanıyoruz ki;
Bir sabah gelecek kardan aydınlık.

Ve diyoruz ki;
Zalimler için yaşasın cehennem.!

#Katilİsrail
#MescidiAksa 
#AksadaZulumVar https://t.co/wou0KrcSJF",Correct,"Zalimler için yaşasın cehennem.!,Katilİsrail",Correct,,"Threat of Enmity; War; Attack; Murder; or Harm,Swearing; Insult; Defamation; Dehumanization",,,Jew,,,
1392721943044952064,"Allah'ın gazabı üzerinize olacak inşallah 🤲
#Katilİsrail 😠😠 https://t.co/4c99eyPvi5",Correct,"Allah'ın gazabı üzerinize olacak,Katilİsrail",Correct,,"Threat of Enmity; War; Attack; Murder; or Harm,Swearing; Insult; Defamation; Dehumanization",,,Jew,,,
1390984411882180611,"#KudusBizimdir #Kudusİslamındır #KudueseSahipCık #KuduesKırmızıCizgimizdir 
Yaptığınız zulüm'ü Allah görmez mi sanırsınız rabbim tez zamanda belanızı verir inşallah it sürüleri. https://t.co/lsufDPe6v5",Correct,rabbim tez zamanda belanızı verir inşallah it sürüleri.,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1393923362620153866,#SonunGeldiKöpekİsrail https://t.co/DWyuNHdDPd,Correct,SonunGeldiKöpekİsrail,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Jew,,,
1657912650003620096,"@shemhamfhorash @aIexstrasza_ @xdomerxd @pusholder Gönül isterdi ki Sinan Oğan kazansın ya da c*p hdpkk safında durmasın, %10 kürt oyu toplayayım diye darmaduman oldular. Beter olsunlar, bunların karşısında bırak RTE'yi taş olsa taşa basarım.
https://t.co/3hHhDqODrr",Correct,"c*p hdpkk,Beter olsunlar",Correct,,"Exclusive/Discriminatory Discourse,Threat of Enmity; War; Attack; Murder; or Harm",,,Kurdish,,,
1657956266667560960,@zahide34 @Abdquil ben olsam kürt bölgelere hiç hizmet yapmam nedir bu nankörlük gözünüze dursun haram zıkkım olsun size..,Correct,"hiç hizmet yapmam,nankörlük gözünüze dursun haram zıkkım olsun size",Incomplete,kürt bölgelere hiç hizmet yapmam nedir bu nankörlük gözünüze dursun haram zıkkım olsun size..,"Exclusive/Discriminatory Discourse,Swearing; Insult; Defamation; Dehumanization",,,Kurdish,,,
1658001316004741120,"Bundan sonra bu Trakya insanının kürt edebiyatını sikerim.
Olum elinizle pkk yı oyladınız lan kahpeler.",Correct,"kürt edebiyatını sikerim,kahpeler",Correct,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",,,Kurdish,,,
1658009526451286016,@sagin571 @__BURCUVAA_ Senin kardeşin Kürt ve Arap ..benim kardeşim Türk oğlu Türk Sizi denize döken de Türktü..git mahllende Ağla..,Correct,Sizi denize döken de Türktü,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Kurdish,,,
1658064212923384064,@oylundavran Kürtlerden kastın hdpye oy veren kitle ise Türkiye’yi falan sevmiyorlar gerizekalı Türk sağı ve Türk solunun arasındaki çekişmeden yararlanarak iki taraftan da tavizler koparıp hayalini kurdukları özerk yönetim veya bağımsız Kürt devleti için çalışıyorlar,Correct,"Türkiye’yi falan sevmiyorlar,gerizekalı",Correct,,"Exaggeration; Generalization; Attribution; Distortion,Swearing; Insult; Defamation; Dehumanization",,,Kurdish,,,
1658214930657452032,"@muratsahin2023 En büyük Atatürkçü demokrasi aşığı
beyni sulanmış #Ayşegülarslan !!
o vatan hainlerine
İstiklal harbinde isyan eden Kürt saidin  torunlarına özgürlük diye bağırıyorsun
Amerika'nın kuyruğunda ülkemden toprak koparmak isteyenlere! Atatürk ve Türk düşmanlarından mı bahsediyorsun?👏",Correct,vatan hainlerine,Correct,,Swearing; Insult; Defamation; Dehumanization,,,Kurdish,,,
1658284980483629056,@heysisifos @oguzhanturhan_ Siyaset ve devlet  aklı ile Türkiye yüzyılında Kürt ve hüdaparlı kardeşlerimizle beraber kandilde bu fotoğrafın aynısı çektiricez. Liderimiz Oğan olsun biz her zaman hazırız. Ama şuan kandilin 2. aposunu hapisten çıkaracağını söyleyen K.K karşısında bir olmak zorundayız kardeşim. https://t.co/wCfdaJI8qe,Correct,kandilin 2. aposunu hapisten çıkaracağını söyleyen K.K karşısında bir olmak zorundayız,Correct,,Symbolization,,,Kurdish,,,
1658305640572281088,@Cemiloglu571 @eren_kurt_25 Ulu önder Mustafa Kemal Atatürk dedelerinizin kemikleriyle çok oynadı bu kadar istiyorsan biz de oynarız zevkle Kahrolsun Kürt faşizmi  NE MUTLU TÜRKÜM DİYENE Yaşasın laiklik,Correct,"dedelerinizin kemikleriyle çok oynadı,Kahrolsun Kürt faşizmi",Correct,,"Swearing; Insult; Defamation; Dehumanization,Exclusive/Discriminatory Discourse",,,Kurdish,,,
1658343884672433920,"@matata574313543 @Meleknaz___ @hesaniko Aynısı söyledim ben de zaten. Dilim kürtçe diye artistlik taslamana ithafen yazdım, kendi kürt çevren dışında kürtçe ile iletişim kurma ihtimalin 0 ne yazık ki. Olsun siz de bizim dil diye avutun kendinizi.",Correct,artistlik taslamana ithafen yazdım,Correct,,Swearing; Insult; Defamation; Dehumanization,,,Kurdish,,,
1658345651271261952,"Hahaha

Yere göğe sığdıramadığınız kürt kardeşlerinize bakın. Atatürkçü olup da eğer bu tabloda hâlâ bunlara sessiz kalıyorsanız size de yazıklar olsun.

Atam yaşasaydı bugün kendi partisi de dahil birçoğunuzu çükünden tavana asardı. https://t.co/4hRmKA8AG8",Correct,çükünden tavana asardı,Correct,,Swearing; Insult; Defamation; Dehumanization,,,Kurdish,,,
1658466790509359104,@a_brls Ne yapsaydk seloyu çıkarıp millî savunma bakanı doğuda Kürt özerkliği Kürtçe 2.resmi dil olsun o pacavralar Ayyıldız la birlikte dalgalansın mı deseydik benim milletimi kötünün iyisini seçmek zorunda bıraktınız neyi savunuyorsun körü körüne bana değil o taptigin muhalefet e kinln,Correct,"Kürt özerkliği Kürtçe 2.resmi dil olsun,pacavralar,bana değil o taptigin muhalefet e kinln",Correct,,"Exclusive/Discriminatory Discourse,Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",,,Kurdish,,,
1658483396816048128,"@aleynaklcdarglu Kemal Kılıçdaroğlu'na oy vermek, Kemal Kılıçdaroğlu ile ABD hükümeti arasında Türkiye'nin doğu ve güneydoğu Kürt bölgelerinin ayrılması ve bağımsız bir Kürt devletinin kurulması için referandum yoluyla varılan anlaşmaya göre Türkiye'yi bölmek demektir.",Correct,Türkiye'yi bölmek demektir,Correct,,Exclusive/Discriminatory Discourse,,,Kurdish,,,
1658602985386123008,@merthaaland @ekremistpala Ee zaten Kürtler Türk birine oy vermez çoğu irkcidir bize faşist derler ancak çoğu Kürt faşist ve bölücüdur,Correct,"çoğu irkcidir,çoğu Kürt faşist ve bölücüdür",Correct,,"Exaggeration; Generalization; Attribution; Distortion,Exaggeration; Generalization; Attribution; Distortion",,,Kurdish,,,
1658603760451571968,"@SimonettaVspc Filiz senin Kürt sorununu da seni de, bitmediniz gitti. Bu Kürt sorunu bi senin gibi bir tarafları rahatta olanlara var heralde. Benim yaşadığım ilde hiçbir Kürt'ün sorunu yok, sizin ne sorununuz var merak konusu.",Correct,"Kürt sorununu da seni de, bitmediniz gitti",Correct,,Swearing; Insult; Defamation; Dehumanization,,,Kurdish,,,
